Description,Pre-Tax Amount,Tax Amount,Discount Amount,Name,Total Amount,Date,base_price_amount,revenue_category,membership_size,membership_freq,is_founder,is_free_membership,date_,Data Source,Day Pass Count
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-19,20.0,Day Pass,,,False,False,2024-12-19 18:03:44+00:00,Square,1
8.4fl.oz (Pack of 20),1.29,0.19,0.98,Red Bull Energy Drink - Sugarfree,2.46,2024-12-19,3.25,Retail,,,False,False,2024-12-19 17:00:30+00:00,Square,0
JTree 50mL Climber Salve,33.58,3.12,4.2,Joshua Tree Organic Climbing Salve,40.9,2024-12-19,20.99,Retail,,,False,False,2024-12-19 16:21:44+00:00,Square,0
Regular,1.29,0.19,0.98,Red Bull Energy Drink 8.4 oz,2.46,2024-12-19,3.25,Retail,,,False,False,2024-12-19 15:38:08+00:00,Square,0
Chocolate Chip,0.71,0.1,0.52,CLIF Z Bar Chocolate Chip,1.33,2024-12-19,1.75,Retail,,,False,False,2024-12-19 15:34:29+00:00,Square,0
Regular,0.95,0.14,0.72,Honey Stinger Gluten Free Organic Waffle: Cinnamon,1.81,2024-12-19,2.39,Retail,,,False,False,2024-12-19 15:34:29+00:00,Square,0
Regular,6.789999999999999,0.98,5.1,rungne Magball,12.87,2024-12-19,16.99,Retail,,,False,False,2024-12-19 14:41:39+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-19,26.0,Day Pass,,,False,False,2024-12-19 01:14:38+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-19,26.0,Day Pass,,,False,False,2024-12-19 01:13:54+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),10.399999999999999,1.5,7.8,CAPITAN: Day Pass with Gear (Adult 14 and Up),19.7,2024-12-19,26.0,Day Pass,,,False,False,2024-12-19 00:56:02+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-19,26.0,Day Pass,,,False,False,2024-12-19 00:54:54+00:00,Square,1
Regular,1.29,0.19,0.98,Red Bull Energy Drink 8.4 oz,2.46,2024-12-18,3.25,Retail,,,False,False,2024-12-18 23:28:10+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),40.0,3.3,0.0,CAPITAN: Day Pass (Adult 14 and Up),43.3,2024-12-18,20.0,Day Pass,,,False,False,2024-12-18 22:40:19+00:00,Square,2
8.4fl.oz (Pack of 20),1.29,0.19,0.98,Red Bull Energy Drink - Sugarfree,2.46,2024-12-18,3.25,Retail,,,False,False,2024-12-18 22:18:11+00:00,Square,0
Chocolate Chip,0.71,0.1,0.52,CLIF Z Bar Chocolate Chip,1.33,2024-12-18,1.75,Retail,,,False,False,2024-12-18 22:15:45+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-18,20.0,Day Pass,,,False,False,2024-12-18 22:03:01+00:00,Square,1
6 oz Competition Quality Chalk Bag,14.99,1.24,0.0,Primo Chalk,16.23,2024-12-18,14.99,programming,,,False,False,2024-12-18 22:03:01+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-18,26.0,Day Pass,,,False,False,2024-12-18 19:47:21+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-12-18,20.0,Day Pass,,,False,False,2024-12-18 19:47:21+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-18,20.0,Day Pass,,,False,False,2024-12-18 19:25:29+00:00,Square,1
CAPITAN: Gear Upgrade,6.0,0.5,0.0,CAPITAN: Gear Upgrade,6.5,2024-12-18,6.0,Day Pass,,,False,False,2024-12-18 19:19:23+00:00,Square,1
12 Fl Oz,2.61,0.24,0.32,"Tama Mate, GINGER Mate Sparkling Yerba Mate Tea",3.17,2024-12-18,3.25,Retail,,,False,False,2024-12-18 18:51:45+00:00,Square,0
Regular,1.5,0.12,0.0,Bites Strawberry 1.3 oz by Bobos Oat Bars,1.62,2024-12-18,1.5,Retail,,,False,False,2024-12-18 02:00:35+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",2.29,0.19,0.0,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,2.48,2024-12-18,2.29,Retail,,,False,False,2024-12-18 02:00:35+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-18,26.0,Day Pass,,,False,False,2024-12-18 01:27:23+00:00,Square,1
Regular,2.61,0.24,0.32,Red Bull Energy Drink 8.4 oz,3.17,2024-12-18,3.25,Retail,,,False,False,2024-12-18 00:55:30+00:00,Square,0
CAPITAN: Gear Upgrade,6.0,0.49,0.0,CAPITAN: Gear Upgrade,6.49,2024-12-17,6.0,Day Pass,,,False,False,2024-12-17 23:57:22+00:00,Square,1
Regular,4.0,0.33,0.0,Sticker - Basin Sunset Oval,4.33,2024-12-17,4.0,Retail,,,False,False,2024-12-17 23:57:22+00:00,Square,0
12 Fl Oz,3.25,0.27,0.0,"Tama Mate, GINGER Mate Sparkling Yerba Mate Tea",3.52,2024-12-17,3.25,Retail,,,False,False,2024-12-17 23:48:57+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 22:14:24+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 22:03:05+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 21:22:21+00:00,Square,1
CAPITAN: 5 Climb Punch Pass,89.99,7.42,0.0,CAPITAN: 5 Climb Punch Pass,97.41,2024-12-17,89.99,Day Pass,,,False,False,2024-12-17 19:11:37+00:00,Square,1
Chocolate Chip,2.8000000000000003,0.26,0.35,CLIF Z Bar Chocolate Chip,3.41,2024-12-17,1.75,Retail,,,False,False,2024-12-17 16:47:32+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),20.799999999999997,3.0,15.6,CAPITAN: Day Pass with Gear (Adult 14 and Up),39.4,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 16:11:55+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),20.799999999999997,3.0,15.6,CAPITAN: Day Pass with Gear (Adult 14 and Up),39.4,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 15:39:51+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),16.0,2.31,12.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),30.31,2024-12-17,20.0,Day Pass,,,False,False,2024-12-17 15:39:51+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),0.0,1.07,13.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),14.07,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 15:34:46+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),0.0,1.07,13.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),14.07,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 15:33:04+00:00,Square,1
Regular,6.0,0.5,0.0,Metolius Chalk Bag Belt Quick Release One Size,6.5,2024-12-17,6.0,Retail,,,False,False,2024-12-17 01:47:15+00:00,Square,0
Purified Drinking Water,2.0,0.16,0.0,Great Value water,2.16,2024-12-17,2.0,Retail,,,False,False,2024-12-17 00:59:38+00:00,Square,0
Regular,2.75,0.23,0.0,Vita Coco Coconut Water 11.1oz,2.98,2024-12-17,2.75,Retail,,,False,False,2024-12-17 00:59:38+00:00,Square,0
Regular,24.950000000000003,2.06,0.0,Metolius Access Fund Destination Chalk Bag Tetons,27.01,2024-12-17,24.95,Retail,,,False,False,2024-12-17 00:55:59+00:00,Square,0
Regular,24.950000000000003,2.06,0.0,Metolius Wildlife Comp Color: Cougar,27.01,2024-12-17,24.95,Retail,,,False,False,2024-12-17 00:55:59+00:00,Square,0
Regular,24.950000000000003,2.06,0.0,Metolius Wildlife Comp Color: Wolf,27.01,2024-12-17,24.95,Retail,,,False,False,2024-12-17 00:55:59+00:00,Square,0
US 3 (yellow/red),89.95,7.42,0.0,Ocun Kids Rival Climbing Shoes - yellow/red,97.37,2024-12-17,89.95,Retail,,,False,False,2024-12-17 00:55:59+00:00,Square,0
EU 45/US 11.5/12.5 (Black/Poppy),99.0,8.17,0.0,La Sportiva Men's Tarantula Climbing Shoe,107.17,2024-12-17,99.0,Retail,,,False,False,2024-12-17 00:51:00+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-17,20.0,Day Pass,,,False,False,2024-12-17 00:42:24+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 00:42:24+00:00,Square,1
GF 1 oz (Pack of 20)20,0.9100000000000001,0.13,0.69,"Primal Beef Stick,Spicy",1.73,2024-12-17,2.29,Retail,,,False,False,2024-12-17 00:30:58+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-17,26.0,Day Pass,,,False,False,2024-12-17 00:12:51+00:00,Square,1
Regular,1.5,0.12,0.0,Bobo's Peanut Butter & Jelly Stuff'd Oat Bites,1.62,2024-12-17,1.5,Retail,,,False,False,2024-12-17 00:06:40+00:00,Square,0
(1.2 oz)54,1.75,0.14,0.0,CLIF Zbar - Chocolate Brownie,1.89,2024-12-17,1.75,Retail,,,False,False,2024-12-17 00:06:40+00:00,Square,0
Chocolate Chip,2.5,0.21,0.0,Clif Chocolate Chip Energy Bar,2.71,2024-12-17,2.5,Retail,,,False,False,2024-12-17 00:06:40+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 23:41:24+00:00,Square,2
Lemon Lime,2.5,0.21,0.0,Gatorade Zero Sugar Thirst Quencher 20oz,2.71,2024-12-16,2.5,Retail,,,False,False,2024-12-16 23:26:42+00:00,Square,0
Frost Arctic Blitz,2.5,0.21,0.0,Gatorade Thirst Quencher Sports Drink 20oz,2.71,2024-12-16,2.5,Retail,,,False,False,2024-12-16 23:01:57+00:00,Square,0
Purified Drinking Water,2.0,0.16,0.0,Great Value water,2.16,2024-12-16,2.0,Retail,,,False,False,2024-12-16 23:01:57+00:00,Square,0
Chocolate Chip,1.39,0.13,0.18,CLIF Z Bar Chocolate Chip,1.7,2024-12-16,1.75,Retail,,,False,False,2024-12-16 22:29:17+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-16,20.0,Day Pass,,,False,False,2024-12-16 22:20:05+00:00,Square,1
Regular,1.29,0.19,0.98,Red Bull Energy Drink 8.4 oz,2.46,2024-12-16,3.25,Retail,,,False,False,2024-12-16 22:16:58+00:00,Square,0
8.4fl.oz (Pack of 20),1.29,0.19,0.98,Red Bull Energy Drink - Sugarfree,2.46,2024-12-16,3.25,Retail,,,False,False,2024-12-16 22:13:40+00:00,Square,0
Regular,5.49,0.45,0.0,Joshua Tree Mountain Mint SPF 15 Organic Lip Balm,5.94,2024-12-16,5.49,Retail,,,False,False,2024-12-16 21:46:54+00:00,Square,0
Strawberry Lemonade,3.6,0.3,0.0,Skratch Labs Sport Hydration Drink Mix,3.9,2024-12-16,1.8,Retail,,,False,False,2024-12-16 21:46:54+00:00,Square,0
Lemon + Lime,1.8,0.15,0.0,Skratch Labs Sport Hydration Drink Mix,1.95,2024-12-16,1.8,Retail,,,False,False,2024-12-16 21:46:54+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 20:38:26+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 20:36:13+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 19:44:20+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 16:49:49+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-16,26.0,Day Pass,,,False,False,2024-12-16 16:48:10+00:00,Square,1
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-16,15.0,Day Pass,,,False,False,2024-12-16 00:33:31+00:00,Square,1
CAPITAN: PJ PASS!,29.999999999999996,2.48,0.0,CAPITAN: PJ PASS!,32.48,2024-12-16,15.0,Day Pass,,,False,False,2024-12-16 00:11:40+00:00,Square,2
Pineapple Mango,5.199999999999999,0.48,0.65,12 fl Oz Prebiotic Soda,6.33,2024-12-15,3.25,Retail,,,False,False,2024-12-15 23:59:27+00:00,Square,0
Strawberry Ginger,2.59,0.24,0.33,12 fl Oz Prebiotic Soda,3.16,2024-12-15,3.25,Retail,,,False,False,2024-12-15 23:59:27+00:00,Square,0
"Whole30 Approved, Certified Paleo, Keto-Friendly, and Gluten-Free Meat Snack with 6g of Protein",0.9100000000000001,0.13,0.69,The New Primal Classic Beef Stick - 1 oz Meat Stick - 100% Grass-Fed Beef Snack,1.73,2024-12-15,2.29,Retail,,,False,False,2024-12-15 23:41:18+00:00,Square,0
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 23:06:51+00:00,Square,1
Grip and Extensor Trainer,15.95,1.48,2.0,GripSaver Plus soft,19.43,2024-12-15,19.95,Retail,,,False,False,2024-12-15 22:41:02+00:00,Square,0
CAPITAN: PJ PASS!,29.999999999999996,2.48,0.0,CAPITAN: PJ PASS!,32.48,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 22:08:34+00:00,Square,2
Regular,33.980000000000004,2.8,0.0,rungne Magball,36.78,2024-12-15,16.99,Retail,,,False,False,2024-12-15 22:05:17+00:00,Square,0
CAPITAN: PJ PASS!,60.0,4.95,0.0,CAPITAN: PJ PASS!,64.95,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 21:22:19+00:00,Square,4
Regular,20.4,1.89,2.55,Basin Baseball Cap,24.84,2024-12-15,25.5,Retail,,,False,False,2024-12-15 21:13:17+00:00,Square,0
Regular,2.5999999999999996,0.38,1.95,Red Bull Energy Drink 8.4 oz,4.93,2024-12-15,3.25,Retail,,,False,False,2024-12-15 21:10:18+00:00,Square,0
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 21:05:30+00:00,Square,1
CAPITAN: PJ PASS!,75.0,6.19,0.0,CAPITAN: PJ PASS!,81.19,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 21:02:31+00:00,Square,5
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 20:57:08+00:00,Square,1
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-15,15.0,Day Pass,,,False,False,2024-12-15 20:34:22+00:00,Square,1
Regular,14.999999999999998,1.24,0.0,Prepaid Day Pass (discounted promo price),16.24,2024-12-15,15.0,Retail,,,False,False,2024-12-15 20:07:53+00:00,Square,0
Regular,14.999999999999998,1.24,0.0,Prepaid Day Pass (discounted promo price),16.24,2024-12-15,15.0,Retail,,,False,False,2024-12-15 20:06:41+00:00,Square,0
Regular,14.999999999999998,1.24,0.0,Prepaid Day Pass (discounted promo price),16.24,2024-12-15,15.0,Retail,,,False,False,2024-12-15 20:06:06+00:00,Square,0
Regular,14.999999999999998,1.24,0.0,Prepaid Day Pass (discounted promo price),16.24,2024-12-15,15.0,Retail,,,False,False,2024-12-15 20:05:24+00:00,Square,0
Regular,14.999999999999998,1.24,0.0,Prepaid Day Pass (discounted promo price),16.24,2024-12-15,15.0,Retail,,,False,False,2024-12-15 20:04:44+00:00,Square,0
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),60.0,4.95,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),64.95,2024-12-15,20.0,Day Pass,,,False,False,2024-12-15 00:58:06+00:00,Square,3
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),80.0,6.6,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),86.6,2024-12-15,20.0,Day Pass,,,False,False,2024-12-15 00:57:29+00:00,Square,4
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-15,20.0,Day Pass,,,False,False,2024-12-15 00:42:39+00:00,Square,1
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-15,20.0,Day Pass,,,False,False,2024-12-15 00:33:31+00:00,Square,1
US 8-9 (blue),13.989999999999998,3.46,27.98,Ocun Kids Ribbit Climbing Shoes - Blue,45.43,2024-12-15,69.95,Retail,,,False,False,2024-12-15 00:24:48+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 23:59:58+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 23:51:28+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 23:51:28+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 23:17:44+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 22:46:35+00:00,Square,1
12 Fl Oz,3.25,0.27,0.0,"Tama Mate, GINGER Mate Sparkling Yerba Mate Tea",3.52,2024-12-14,3.25,Retail,,,False,False,2024-12-14 22:44:19+00:00,Square,0
12 Fl Oz,3.25,0.27,0.0,"Tama Mate, ROSE Mate Sparkling Yerba Mate Tea",3.52,2024-12-14,3.25,Retail,,,False,False,2024-12-14 22:44:19+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),20.799999999999997,1.93,2.6,CAPITAN: Day Pass with Gear (Adult 14 and Up),25.33,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 22:18:03+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),48.0,4.46,6.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),58.46,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 22:18:03+00:00,Square,3
Purified Drinking Water,6.0,0.49,0.0,Great Value water,6.49,2024-12-14,2.0,Retail,,,False,False,2024-12-14 22:14:49+00:00,Square,0
Regular,2.3899999999999997,0.2,0.0,Honey Stinger Cookies and Creme Waffle,2.59,2024-12-14,2.39,Retail,,,False,False,2024-12-14 22:14:49+00:00,Square,0
Basin Patch Large,18.9,1.89,4.05,Organic Chalk Bag,24.84,2024-12-14,27.0,Retail,,,False,False,2024-12-14 22:04:44+00:00,Square,0
Large,25.899999999999995,2.6,5.55,green sweatshirt,34.05,2024-12-14,37.0,Retail,,,False,False,2024-12-14 22:04:44+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:48:11+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:45:04+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:25:29+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:23:40+00:00,Square,2
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.15,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.15,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:22:39+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 21:22:39+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),52.0,4.29,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),56.29,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 21:20:48+00:00,Square,2
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 21:20:48+00:00,Square,1
CAPITAN: Day Pass (Adult 14 and Up),60.0,4.95,0.0,CAPITAN: Day Pass (Adult 14 and Up),64.95,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 20:46:18+00:00,Square,3
No Description,10.0,0.83,0.0,No Name,10.83,2024-12-14,10.0,Retail,,,False,False,2024-12-14 20:45:02+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 20:45:02+00:00,Square,1
12 Fl Oz,3.25,0.27,0.0,"Tama Mate, GINGER Mate Sparkling Yerba Mate Tea",3.52,2024-12-14,3.25,Retail,,,False,False,2024-12-14 20:32:47+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 20:28:39+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 20:27:58+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),40.0,3.3,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),43.3,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 20:26:37+00:00,Square,2
1lb Bag loose chalk,26.99,2.23,0.0,Primo Chalk,29.22,2024-12-14,26.99,Retail,,,False,False,2024-12-14 20:22:18+00:00,Square,0
Regular,9.0,0.74,0.0,SoiLL Eco Distribution Brush,9.74,2024-12-14,9.0,Retail,,,False,False,2024-12-14 20:22:18+00:00,Square,0
JTree 50mL Climber Salve,16.79,1.56,2.1,Joshua Tree Organic Climbing Salve,20.45,2024-12-14,20.99,Retail,,,False,False,2024-12-14 20:21:05+00:00,Square,0
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 20:16:47+00:00,Square,1
CAPITAN: Day Pass (Adult 14 and Up),40.0,3.3,0.0,CAPITAN: Day Pass (Adult 14 and Up),43.3,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 20:08:22+00:00,Square,2
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 20:05:13+00:00,Square,1
CAPITAN: Day Pass with Gear (Adult 14 and Up),26.0,2.14,0.0,CAPITAN: Day Pass with Gear (Adult 14 and Up),28.14,2024-12-14,26.0,Day Pass,,,False,False,2024-12-14 20:02:26+00:00,Square,1
Orange Mango,1.7400000000000002,0.17,0.38,BodyArmor 20 oz,2.29,2024-12-14,2.5,Retail,,,False,False,2024-12-14 19:56:31+00:00,Square,0
S (gray),55.96999999999999,5.61,11.99,Petzl Sama Climbing Harness,73.57,2024-12-14,79.95,Retail,,,False,False,2024-12-14 19:56:31+00:00,Square,0
CAPITAN: Day Pass (Adult 14 and Up),20.0,1.65,0.0,CAPITAN: Day Pass (Adult 14 and Up),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 19:39:29+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 19:39:29+00:00,Square,1
Frost Arctic Blitz,2.5,0.21,0.0,Gatorade Thirst Quencher Sports Drink 20oz,2.71,2024-12-14,2.5,Retail,,,False,False,2024-12-14 19:17:56+00:00,Square,0
CAPITAN: PJ PASS!,14.999999999999998,1.24,0.0,CAPITAN: PJ PASS!,16.24,2024-12-14,15.0,Day Pass,,,False,False,2024-12-14 19:10:16+00:00,Square,1
CAPITAN: Youth Day Pass with Gear (Under 14 y/o),20.0,1.65,0.0,CAPITAN: Youth Day Pass with Gear (Under 14 y/o),21.65,2024-12-14,20.0,Day Pass,,,False,False,2024-12-14 19:10:16+00:00,Square,1
